metodo,n_dimensoes,n_classes,n_atributos,n_exemplos,thr,precisao,cobertura,medida_f
BASELINE,10,10,15,150,0.0,0.25569444444444434,0.46158730158730155,0.329090512326384
BASELINE,10,10,15,150,0.5,0.21555555555555547,0.8962962962962963,0.3475312754459989
PROPOSTO,10,10,15,150,0.0,0.29526190476190484,0.5607936507936508,0.3868463920060854
PROPOSTO,10,10,15,150,0.5,0.2193333333333334,0.9066666666666666,0.35321886717979084
BASELINE,20,10,15,150,0.0,0.27070546737213413,0.5332804232804231,0.3591155713127372
BASELINE,20,10,15,150,0.5,0.21933333333333332,0.9066666666666666,0.35321886717979084
PROPOSTO,20,10,15,150,0.0,0.2683492063492063,0.5273650793650795,0.3557005398661891
PROPOSTO,20,10,15,150,0.5,0.21933333333333352,0.9066666666666666,0.35321886717979106
BASELINE,25,10,15,150,0.0,0.2357738095238095,0.4586309523809523,0.3114413170548521
BASELINE,25,10,15,150,0.5,0.21933333333333346,0.9066666666666666,0.35321886717979095
PROPOSTO,25,10,15,150,0.0,0.23828924162257495,0.4293650793650793,0.3064851852969985
PROPOSTO,25,10,15,150,0.5,0.21933333333333338,0.9066666666666666,0.3532188671797909
BASELINE,10,3,30,150,0.0,0.3555555555555555,0.37361111111111106,0.36435978835978833
BASELINE,10,3,30,150,0.5,0.5555555555555555,0.9,0.6870229007633587
PROPOSTO,10,3,30,150,0.0,0.42916666666666664,0.3875,0.40727040816326526
PROPOSTO,10,3,30,150,0.5,0.5407407407407406,0.8962962962962963,0.6745322642229857
BASELINE,20,3,30,150,0.0,0.4901234567901235,0.5271604938271606,0.5079677574014145
BASELINE,20,3,30,150,0.5,0.5305555555555554,0.875,0.6605731225296442
PROPOSTO,20,3,30,150,0.0,0.5148148148148148,0.48148148148148157,0.4975905273303043
PROPOSTO,20,3,30,150,0.5,0.528395061728395,0.8888888888888888,0.6627951993805652
BASELINE,25,3,30,150,0.0,0.5097222222222222,0.43750000000000006,0.47085777126099715
BASELINE,25,3,30,150,0.5,0.5288888888888891,0.8866666666666667,0.6625641025641028
PROPOSTO,25,3,30,150,0.0,0.5544444444444444,0.4966666666666666,0.5239675828047919
PROPOSTO,25,3,30,150,0.5,0.528888888888889,0.8866666666666667,0.6625641025641026
BASELINE,10,5,30,150,0.0,0.3770370370370371,0.4735802469135803,0.41982991990539165
BASELINE,10,5,30,150,0.5,0.368,0.8333333333333334,0.5105438401775805
PROPOSTO,10,5,30,150,0.0,0.38000000000000006,0.45877777777777784,0.41568949529739047
PROPOSTO,10,5,30,150,0.5,0.36800000000000005,0.8333333333333334,0.5105438401775805
BASELINE,20,5,30,150,0.0,0.35236111111111107,0.4026388888888889,0.37582592388193936
BASELINE,20,5,30,150,0.5,0.36800000000000005,0.8333333333333334,0.5105438401775805
PROPOSTO,20,5,30,150,0.0,0.4074444444444444,0.4342222222222222,0.42040736340300694
PROPOSTO,20,5,30,150,0.5,0.368,0.8333333333333334,0.5105438401775805
BASELINE,25,5,30,150,0.0,0.3204938271604938,0.3509876543209877,0.3350483363181776
BASELINE,25,5,30,150,0.5,0.36571428571428555,0.8380952380952381,0.5092224231464737
PROPOSTO,25,5,30,150,0.0,0.4345555555555555,0.46422222222222226,0.44889927336162966
PROPOSTO,25,5,30,150,0.5,0.36799999999999994,0.8333333333333334,0.5105438401775804
BASELINE,10,10,30,150,0.0,0.19559259259259254,0.4088888888888888,0.26460905854080286
BASELINE,10,10,30,150,0.5,0.20266666666666672,0.8866666666666667,0.3299224806201551
PROPOSTO,10,10,30,150,0.0,0.24552380952380948,0.5726666666666668,0.3436933224692507
PROPOSTO,10,10,30,150,0.5,0.20074074074074072,0.8814814814814815,0.3270109260526783
BASELINE,20,10,30,150,0.0,0.22056437389770703,0.49469135802469144,0.30509728139350445
BASELINE,20,10,30,150,0.5,0.20266666666666688,0.8866666666666667,0.3299224806201553
PROPOSTO,20,10,30,150,0.0,0.24811111111111117,0.4897777777777778,0.3293702086365842
PROPOSTO,20,10,30,150,0.5,0.20296296296296312,0.9037037037037037,0.33147900242947115
BASELINE,25,10,30,150,0.0,0.18452380952380945,0.39469135802469135,0.2514780587569589
BASELINE,25,10,30,150,0.5,0.2026666666666668,0.8866666666666667,0.3299224806201552
PROPOSTO,25,10,30,150,0.0,0.25896825396825385,0.5339999999999999,0.34878835798786945
PROPOSTO,25,10,30,150,0.5,0.2026666666666667,0.8866666666666667,0.32992248062015506
