usa_vizinhos,n_dimensoes,precisao,cobertura,medida_f
False,10,0.14967715345514374,1.0,0.2603811913724066
False,20,0.14967715345514362,1.0,0.26038119137240645
False,25,0.14967715345514349,1.0,0.26038119137240623
True,10,0.14967715345514368,1.0,0.2603811913724065
True,20,0.14967715345514349,1.0,0.26038119137240623
True,25,0.14967715345514362,1.0,0.26038119137240645
