usa_vizinhos,n_neuronios,n_classes,n_atributos,n_exemplos,precisao,cobertura,medida_f
False,15,3,5,150,0.44666666666666666,0.44666666666666666,0.44666666666666666
False,25,3,5,150,0.44666666666666666,0.44666666666666666,0.44666666666666666
False,50,3,5,150,0.44666666666666666,0.44666666666666666,0.44666666666666666
False,15,5,5,150,0.6293333333333333,0.6293333333333333,0.6293333333333333
False,25,5,5,150,0.6293333333333333,0.6293333333333333,0.6293333333333333
False,50,5,5,150,0.6293333333333333,0.6293333333333333,0.6293333333333333
False,15,10,5,150,0.788,0.788,0.788
False,25,10,5,150,0.788,0.788,0.788
False,50,10,5,150,0.788,0.788,0.788
False,15,3,15,150,0.44666666666666666,0.44666666666666666,0.44666666666666666
False,25,3,15,150,0.44666666666666666,0.44666666666666666,0.44666666666666666
False,50,3,15,150,0.44666666666666666,0.44666666666666666,0.44666666666666666
False,15,5,15,150,0.5866666666666667,0.5866666666666667,0.5866666666666667
False,25,5,15,150,0.5866666666666667,0.5866666666666667,0.5866666666666667
False,50,5,15,150,0.5866666666666667,0.5866666666666667,0.5866666666666667
False,15,10,15,150,0.7913333333333333,0.7913333333333333,0.7913333333333333
False,25,10,15,150,0.7913333333333333,0.7913333333333333,0.7913333333333333
False,50,10,15,150,0.7913333333333333,0.7913333333333333,0.7913333333333333
False,15,3,30,150,0.5222222222222223,0.5222222222222223,0.5222222222222223
False,25,3,30,150,0.5222222222222223,0.5222222222222223,0.5222222222222223
False,50,3,30,150,0.5222222222222223,0.5222222222222223,0.5222222222222223
False,15,5,30,150,0.5746666666666667,0.5746666666666667,0.5746666666666667
False,25,5,30,150,0.5746666666666667,0.5746666666666667,0.5746666666666667
False,50,5,30,150,0.5746666666666667,0.5746666666666667,0.5746666666666667
False,15,10,30,150,0.796,0.796,0.796
False,25,10,30,150,0.796,0.796,0.796
False,50,10,30,150,0.796,0.796,0.796
True,15,3,5,150,0.5951111111111111,0.5951111111111111,0.5951111111111111
True,25,3,5,150,0.5948888888888889,0.5948888888888889,0.5948888888888889
True,50,3,5,150,0.5955555555555555,0.5955555555555555,0.5955555555555555
True,15,5,5,150,0.6470666666666667,0.6470666666666667,0.6470666666666667
True,25,5,5,150,0.6489333333333334,0.6489333333333334,0.6489333333333334
True,50,5,5,150,0.6582666666666667,0.6582666666666667,0.6582666666666667
True,15,10,5,150,0.7833333333333333,0.7833333333333333,0.7833333333333333
True,25,10,5,150,0.7833333333333333,0.7833333333333333,0.7833333333333333
True,50,10,5,150,0.7833333333333333,0.7833333333333333,0.7833333333333333
True,15,3,15,150,0.5466666666666666,0.5466666666666666,0.5466666666666666
True,25,3,15,150,0.5466666666666666,0.5466666666666666,0.5466666666666666
True,50,3,15,150,0.5457777777777778,0.5457777777777778,0.5457777777777778
True,15,5,15,150,0.6425333333333333,0.6425333333333333,0.6425333333333333
True,25,5,15,150,0.6429333333333334,0.6429333333333334,0.6429333333333334
True,50,5,15,150,0.6429333333333334,0.6429333333333334,0.6429333333333334
True,15,10,15,150,0.788,0.788,0.788
True,25,10,15,150,0.788,0.788,0.788
True,50,10,15,150,0.788,0.788,0.788
True,15,3,30,150,0.6471111111111111,0.6471111111111111,0.6471111111111111
True,25,3,30,150,0.6462222222222223,0.6462222222222223,0.6462222222222223
True,50,3,30,150,0.6462222222222223,0.6462222222222223,0.6462222222222223
True,15,5,30,150,0.644,0.644,0.644
True,25,5,30,150,0.6442666666666667,0.6442666666666667,0.6442666666666667
True,50,5,30,150,0.6438666666666667,0.6438666666666667,0.6438666666666667
True,15,10,30,150,0.8046666666666666,0.8046666666666666,0.8046666666666666
True,25,10,30,150,0.8046666666666666,0.8046666666666666,0.8046666666666666
True,50,10,30,150,0.8046666666666666,0.8046666666666666,0.8046666666666666
