usa_vizinhos,n_neuronios,n_classes,n_atributos,n_exemplos,precisao,cobertura,medida_f
False,25,3,15,750,0.5373333333333333,0.5373333333333333,0.5373333333333333
False,50,3,15,750,0.5373333333333333,0.5373333333333333,0.5373333333333333
False,85,3,15,750,0.5373333333333333,0.5373333333333333,0.5373333333333333
False,115,3,15,750,0.5373333333333333,0.5373333333333333,0.5373333333333333
False,15,5,15,750,0.3984,0.3984,0.3984
False,25,5,15,750,0.3984,0.3984,0.3984
False,50,5,15,750,0.3984,0.3984,0.3984
False,85,5,15,750,0.3984,0.3984,0.3984
False,115,5,15,750,0.3984,0.3984,0.3984
False,15,10,15,750,0.20386666666666667,0.20386666666666667,0.2038666666666667
False,25,10,15,750,0.20386666666666667,0.20386666666666667,0.2038666666666667
False,50,10,15,750,0.20386666666666667,0.20386666666666667,0.2038666666666667
False,85,10,15,750,0.20386666666666667,0.20386666666666667,0.2038666666666667
False,115,10,15,750,0.20386666666666667,0.20386666666666667,0.2038666666666667
False,15,15,15,750,0.13102222222222223,0.13102222222222223,0.13102222222222223
False,25,15,15,750,0.13102222222222223,0.13102222222222223,0.13102222222222223
False,50,15,15,750,0.13102222222222223,0.13102222222222223,0.13102222222222223
False,85,15,15,750,0.13102222222222223,0.13102222222222223,0.13102222222222223
False,115,15,15,750,0.13102222222222223,0.13102222222222223,0.13102222222222223
False,15,30,15,750,0.06973333333333333,0.06973333333333333,0.06973333333333333
False,25,30,15,750,0.06973333333333333,0.06973333333333333,0.06973333333333333
False,50,30,15,750,0.06973333333333333,0.06973333333333333,0.06973333333333333
False,85,30,15,750,0.06973333333333333,0.06973333333333333,0.06973333333333333
False,115,30,15,750,0.06973333333333333,0.06973333333333333,0.06973333333333333
False,15,3,30,750,0.5151111111111111,0.5151111111111111,0.5151111111111111
False,25,3,30,750,0.5151111111111111,0.5151111111111111,0.5151111111111111
False,50,3,30,750,0.5151111111111111,0.5151111111111111,0.5151111111111111
False,85,3,30,750,0.5151111111111111,0.5151111111111111,0.5151111111111111
False,115,3,30,750,0.5151111111111111,0.5151111111111111,0.5151111111111111
False,15,5,30,750,0.3954666666666667,0.3954666666666667,0.3954666666666667
False,25,5,30,750,0.3954666666666667,0.3954666666666667,0.3954666666666667
False,50,5,30,750,0.3954666666666667,0.3954666666666667,0.3954666666666667
